1    chr1:1-1000000
1    chr1:1000001-2000000
1    chr1:2000001-3000000
1    chr1:3000001-4000000
1    chr1:4000001-5000000
1    chr1:5000001-6000000
1    chr1:6000001-7000000
1    chr1:7000001-8000000
1    chr1:8000001-9000000
1    chr1:9000001-10000000
2    chr1:10000001-11000000
2    chr1:11000001-12000000
2    chr1:12000001-13000000
2    chr1:13000001-14000000
2    chr1:14000001-15000000
2    chr1:15000001-16000000
2    chr1:16000001-17000000
2    chr1:17000001-18000000
2    chr1:18000001-19000000
2    chr1:19000001-20000000
3    chr1:20000001-21000000
3    chr1:21000001-22000000
3    chr1:22000001-23000000
3    chr1:23000001-24000000
3    chr1:24000001-25000000
3    chr1:25000001-26000000
3    chr1:26000001-27000000
3    chr1:27000001-28000000
3    chr1:28000001-29000000
3    chr1:29000001-30000000
4    chr1:30000001-31000000
4    chr1:31000001-32000000
4    chr1:32000001-33000000
4    chr1:33000001-34000000
4    chr1:34000001-35000000
4    chr1:35000001-36000000
4    chr1:36000001-37000000
4    chr1:37000001-38000000
4    chr1:38000001-39000000
4    chr1:39000001-40000000
5    chr1:40000001-41000000
5    chr1:41000001-42000000
5    chr1:42000001-43000000
5    chr1:43000001-44000000
5    chr1:44000001-45000000
5    chr1:45000001-46000000
5    chr1:46000001-47000000
5    chr1:47000001-48000000
5    chr1:48000001-49000000
5    chr1:49000001-50000000
6    chr1:50000001-51000000
6    chr1:51000001-52000000
6    chr1:52000001-53000000
6    chr1:53000001-54000000
6    chr1:54000001-55000000
6    chr1:55000001-56000000
6    chr1:56000001-57000000
6    chr1:57000001-58000000
6    chr1:58000001-59000000
6    chr1:59000001-60000000
7    chr1:60000001-61000000
7    chr1:61000001-62000000
7    chr1:62000001-63000000
7    chr1:63000001-64000000
7    chr1:64000001-65000000
7    chr1:65000001-66000000
7    chr1:66000001-67000000
7    chr1:67000001-68000000
7    chr1:68000001-69000000
7    chr1:69000001-70000000
8    chr1:70000001-71000000
8    chr1:71000001-72000000
8    chr1:72000001-73000000
8    chr1:73000001-74000000
8    chr1:74000001-75000000
8    chr1:75000001-76000000
8    chr1:76000001-77000000
8    chr1:77000001-78000000
8    chr1:78000001-79000000
8    chr1:79000001-80000000
9    chr1:80000001-81000000
9    chr1:81000001-82000000
9    chr1:82000001-83000000
9    chr1:83000001-84000000
9    chr1:84000001-85000000
9    chr1:85000001-86000000
9    chr1:86000001-87000000
9    chr1:87000001-88000000
9    chr1:88000001-89000000
9    chr1:89000001-90000000
10   chr1:90000001-91000000
10   chr1:91000001-92000000
10   chr1:92000001-93000000
10   chr1:93000001-94000000
10   chr1:94000001-95000000
10   chr1:95000001-96000000
10   chr1:96000001-97000000
10   chr1:97000001-98000000
10   chr1:98000001-99000000
10   chr1:99000001-100000000
